;Identifiant_Museofile;Adresse;Commune;Departement;Latitude;Longitude;Nom_officiel_du_musee;Code_Postal;Region_administrative;Type
371;M0020;2, rue du Vieux Marche aux Poissons;Strasbourg;Bas-Rhin;48.580579;7.749714;musee historique;67000.0;Grand Est;Museum
372;M0022;1-3, rue du Musee;Wissembourg;Bas-Rhin;49.038815;7.944344;musee Westercamp;67160.0;Grand Est;Museum
373;M0023;2 rue du Moulin;Woerth;Bas-Rhin;48.938618;7.747992;musee de la bataille du 6 aout 1870;67360.0;Grand Est;Museum
374;M0005;9, rue du Marechal Foch;Haguenau;Bas-Rhin;48.812831;7.791481;musee historique;67500.0;Grand Est;Museum
375;M0012;Place du General de Gaulle;Saverne;Bas-Rhin;48.741958;7.362787;musee du chateau des Rohan;67700.0;Grand Est;Museum
376;M0019;2, place du Chateau;Strasbourg;Bas-Rhin;48.581229;7.751984;musee des beaux-arts;67000.0;Grand Est;Museum
377;M0021;25, montee Oberlin;Waldersbach;Bas-Rhin;48.414759;7.214925;musee Oberlin;67130.0;Grand Est;Museum
378;M0002;2 rue de Kuhlendorf;Betschdorf;Bas-Rhin;48.900348;7.914409;musee de la poterie;67660.0;Grand Est;Museum
379;M0004;1, place Joseph Thierry;Haguenau;Bas-Rhin;48.814611;7.789527;musee alsacien;67500.0;Grand Est;Museum
380;M0006;4, cour des Chartreux;Molsheim;Bas-Rhin;48.54278;7.49023;musee de la chartreuse;67120.0;Grand Est;Museum
381;M0008;44, avenue Foch;Niederbronn-les-Bains;Bas-Rhin;48.947444;7.650428;maison de l'archeologie des Vosges du Nord;67110.0;Grand Est;Museum
382;M0015;2 place du Chateau;Strasbourg;Bas-Rhin;48.581229;7.751984;musee archeologique;67000.0;Grand Est;Museum
383;M1162;40, rue du Hochberg;Wingen-sur-Moder;Bas-Rhin;48.927033;7.361922;musee Lalique;67290.0;Grand Est;Museum
384;M0003;3 place du Chateau;Bouxwiller;Bas-Rhin;48.824977;7.482915;musee du pays de Hanau - histoire et vies d'un territoire;67330.0;Grand Est;Museum
385;M0013;5, place du Chateau;Strasbourg;Bas-Rhin;48.58123664;7.750544327;cabinet des estampes et des dessins;67076.0;Grand Est;Museum
386;M0017;3, place du Chateau;Strasbourg;Bas-Rhin;48.58097;7.75151;musee de l'�uvre Notre-Dame;67076.0;Grand Est;Museum
387;M0001;30, rue du docteur Sultzer;Barr;Bas-Rhin;48.410166;7.451102;musee de la Folie Marco;67140.0;Grand Est;Museum
388;M1098;2, avenue de la Marseillaise;Strasbourg;Bas-Rhin;48.585747;7.755028;musee Tomi Ungerer;67000.0;Grand Est;Museum
389;M7071;29 Boulevard de la Victoire;Strasbourg;Bas-Rhin;48.582707;7.764645;musee zoologique de l'universite Louis Pasteur et de la ville de Strasbourg;67000.0;Grand Est;Museum
390;M0320;1 place Pierre Burelle;Langres;Haute-Marne;47.866417;5.331753;Maison des Lumieres Denis Diderot;52200.0;Grand Est;Museum
391;M0318;1 Place Emile Goguenheim;Chaumont;Haute-Marne;48.110756;5.135234;musee de l'affiche;52000.0;Grand Est;Museum
392;M0319;place du Palais;Chaumont;Haute-Marne;48.112482;5.137331;musee des beaux-arts et d'archeologie;52000.0;Grand Est;Museum
393;M0317;Parc du chateau;Bourbonne-les-Bains;Haute-Marne;47.942274;5.732204;musee municipal;52400.0;Grand Est;Museum
394;M0321;Place du centenaire;Langres;Haute-Marne;47.865268;5.333286;musee d'art et d'histoire;52200.0;Grand Est;Museum
395;M0322;Place Charles de Gaulle;Nogent-en-Bassigny;Haute-Marne;48.02758;5.341424;musee de la coutellerie;52800.0;Grand Est;Museum
396;M0323;17 rue de la Victoire;Saint-Dizier;Haute-Marne;48.63804123;4.948277733;musee municipal;52115.0;Grand Est;Museum
397;M0027;30, rue des Marchands;Colmar;Haut-Rhin;48.076747;7.357746;musee Bartholdi;68000.0;Grand Est;Museum
398;M0028;Place Unterlinden;Colmar;Haut-Rhin;48.079918;7.355464;musee d'Unterlinden;68000.0;Grand Est;Museum
399;M0037;14, rue Jean-Jacques Henner;Mulhouse;Haut-Rhin;47.74501942;7.345379581;musee de l'impression sur etoffes;68072.0;Grand Est;Museum
400;M0040;Porte de Belfort;Neuf-Brisach;Haut-Rhin;48.016144;7.525674;musee Vauban;68600.0;Grand Est;Museum
401;M0048;BP 71;Ungersheim;Haut-Rhin;47.878584;7.304447;ecomusee d'Alsace;68190.0;Grand Est;Museum
402;M0034;Place de la Reunion;Mulhouse;Haut-Rhin;47.746642;7.338434;musee historique;68100.0;Grand Est;Museum
403;M0041;10 rue Principale;Oltingue;Haut-Rhin;47.492827;7.391275;musee paysan;68480.0;Grand Est;Museum
404;M0043;57, rue du General-de-Gaulle;Riquewihr;Haut-Rhin;48.166916;7.297406;musee du Dolder;68340.0;Grand Est;Museum
405;M0031;64, rue du general de Gaulle;Kaysersberg;Haut-Rhin;48.139072;7.261441;musee historique;68240.0;Grand Est;Museum
406;M0036;2, rue Alfred de Glehn;Mulhouse;Haut-Rhin;47.732372;7.312824;musee fran�ais du chemin de fer;68200.0;Grand Est;Museum
407;M0039;55 rue du Paturage;Mulhouse;Haut-Rhin;47.749441;7.295058;musee Electropolis;68200.0;Grand Est;Museum
408;M7033;11, rue Turenne;Colmar;Haut-Rhin;48.073594;7.35872;museum d'histoire naturelle et d'ethnographie;68000.0;Grand Est;Museum
409;M0025;Place de la Mairie;Biesheim;Haut-Rhin;48.041667;7.54802;musee gallo-romain;68600.0;Grand Est;Museum
410;M0026;rue de Thann;Cernay;Haut-Rhin;47.809586;7.174264;musee de la porte de Thann;68700.0;Grand Est;Museum
411;M0029;1, rue du quatre fevrier;Guebwiller;Haut-Rhin;47.905522;7.214504;musee Theodore Deck et des pays du Florival;68500.0;Grand Est;Museum
412;M0030;6, rue des Boulangers;Huningue;Haut-Rhin;47.591513;7.584985;musee historique et militaire;68330.0;Grand Est;Museum
413;M0033;4 place Guillaume Tell;Mulhouse;Haut-Rhin;47.745774;7.338271;musee des beaux-arts;68100.0;Grand Est;Museum
414;M0035;192, avenue de Colmar - BP 1096;Mulhouse;Haut-Rhin;47.76161417;7.327893525;musee national de l'automobile - collection Schlumpf;68051.0;Grand Est;Museum
415;M0038;12-14 Rue de Luppach;Mulhouse;Haut-Rhin;47.504301;7.304287;musee du sapeur-pompier;68480.0;Grand Est;Museum
416;M0044;28, rue Zuber;Rixheim;Haut-Rhin;47.744135;7.397424;musee du papier peint;68170.0;Grand Est;Museum
417;M0024;1, rue de l'Hotel de Ville;Altkirch;Haut-Rhin;47.623329;7.237204;musee sundgauvien;68130.0;Grand Est;Museum
418;M0032;9 rue de l'Ours;Kientzheim;Haut-Rhin;48.126069;7.280128;musee du vignoble et des vins d'Alsace;68770.0;Grand Est;Museum
419;M0047;24, rue Saint-Thiebaut;Thann;Haut-Rhin;47.812283;7.101737;"musee de la societe d'histoire ""les amis de Thann""";68800.0;Grand Est;Museum
420;M7047;3, avenue Alfred-Werner;Mulhouse;Haut-Rhin;47.73132;7.310303;musee mineralogique de la societe industrielle de Mulhouse;68100.0;Grand Est;Museum
421;M0309;13, avenue de Champagne;Epernay;Marne;49.042901;3.961379;musee municipal;51200.0;Grand Est;Museum
422;M0311;8, rue Chanzy;Reims;Marne;49.253442;4.030921;musee des beaux-arts de Saint-Denis;51100.0;Grand Est;Museum
423;M0314;36 Place du Forum;Reims;Marne;49.257013;4.034043;musee du vieux Reims;51100.0;Grand Est;Museum
424;M1178;;Chalons-en-Champagne;Marne;48.956391;4.364203;musee du cloitre de Notre-Dame-en-Vaux;51000.0;Grand Est;Museum
425;M0308;13, rue Pasteur;Chalons-en-Champagne;Marne;48.955859;4.366501;musee Garinet;51000.0;Grand Est;Museum
426;M0310;Rue du pre Michaux;Pourcy;Marne;49.112985;4.029412;ecomusee de la montagne de Reims;51160.0;Grand Est;Museum
427;M0312;53, rue Simon;Reims;Marne;49.243111;4.040351;musee Saint-Remi;51100.0;Grand Est;Museum
428;M0307;;Chalons-en-Champagne;Marne;48.956391;4.364203;musee municipal;51000.0;Grand Est;Museum
429;M0315;Place Leclerc;Sainte-Menehould;Marne;49.092086;4.897997;musee de l'Argonne Viard-Morel;51800.0;Grand Est;Museum
430;M0313;1, place Museux;Reims;Marne;49.246527;4.040071;musee de l'ancien college des jesuites;51100.0;Grand Est;Museum
431;M1080;13 rue Magot-de-Rogeville;Pont-a-Mousson;Meurthe-et-Moselle;48.901615;6.056259;"musee ""Au fil du papier""";54700.0;Grand Est;Museum
432;M0510;;Longwy;Meurthe-et-Moselle;49.519776;5.760104;musee municipal des emaux et fa�ence;54400.0;Grand Est;Museum
433;M0512;3, place Stanislas;Nancy;Meurthe-et-Moselle;48.693507;6.182435;musee des beaux-arts;54000.0;Grand Est;Museum
434;M0513;36-38 rue du Sergent Blandan;Nancy;Meurthe-et-Moselle;48.680494;6.166351;musee de l'Ecole de Nancy;54000.0;Grand Est;Museum
435;M7048;34 rue Sainte-Catherine;Nancy;Meurthe-et-Moselle;48.695072;6.188467;museum-aquarium de Nancy;54000.0;Grand Est;Museum
436;M0507;1 place Jean Marie Keyser;Deneuvre;Meurthe-et-Moselle;48.446385;6.734719;musee Les sources d'Hercule;54120.0;Grand Est;Museum
437;M0508;167 rue Lucien Galtier;Laneuville-devant-Nancy;Meurthe-et-Moselle;48.665792;6.215554;chateau de Montaigu;54410.0;Grand Est;Museum
438;M0509;1, avenue du General de Gaulle;Jarville-la-Malgrange;Meurthe-et-Moselle;48.666588;6.208769;musee de l'histoire du fer;54140.0;Grand Est;Museum
439;M0511;place de la 2eme D.C.;Luneville;Meurthe-et-Moselle;48.589446;6.505708;musee du chateau;54300.0;Grand Est;Museum
440;M0514;64 Grande Rue;Nancy;Meurthe-et-Moselle;48.697316;6.179154;musee historique lorrain;54000.0;Grand Est;Museum
441;M0515;25 rue Gouvion Saint-Cyr;Toul;Meurthe-et-Moselle;48.678544;5.89134;musee d'art et d'histoire;54200.0;Grand Est;Museum
442;M0522;17 rue du Moulin;Stenay;Meuse;49.48769;5.186786;musee de la biere et du pays de Stenay;55700.0;Grand Est;Museum
443;M0524;rue Jeanne d'Arc;Vaucouleurs;Meuse;48.602652;5.666;musee Jeanne d'Arc;55140.0;Grand Est;Museum
444;M0521;14 rue du chateau;Sampigny;Meuse;48.827583;5.50824;musee departemental Raymond Poincare;55300.0;Grand Est;Museum
445;M0523;9 rue Louis XVI;Varennes-en-Argonne;Meuse;49.226057;5.033072;musee d'Argonne;55270.0;Grand Est;Museum
446;M0517;Esplanade du Chateau;Bar-le-Duc;Meuse;48.771797;5.156074;musee barrois;55000.0;Grand Est;Museum
447;M0518;7 avenue Carcano;Commercy;Meuse;48.76331;5.58962;musee de la ceramique et de l'ivoire;55200.0;Grand Est;Museum
448;M0519;La Citadelle;Montmedy;Meuse;49.523594;5.348511;musee Jules Bastien-Lepage - musee de la fortification;55600.0;Grand Est;Museum
449;M0525;16 rue de La Belle Vierge;Verdun;Meuse;49.161059;5.382439;musee de la Princerie;55100.0;Grand Est;Museum
450;M0520;1 Rue du Palais de Justice;Saint-Mihiel;Meuse;48.88855;5.541165;musee d'art sacre de la Meuse;55300.0;Grand Est;Museum
451;M0528;Place Robert Schuman;Meisenthal;Moselle;48.964935;7.352438;maison du verre et du cristal;57960.0;Grand Est;Museum
452;M0530;2 rue du musee;Neufchef (Hayange);Moselle;49.325904;6.027572;musee des mines de fer de Lorraine;57700.0;Grand Est;Museum
453;M0531;place d'Armes;Phalsbourg;Moselle;48.766548;7.259055;musee militaire et Erckmann-Chatrian;57370.0;Grand Est;Museum
454;M0532;Rue de la Paix;Sarrebourg;Moselle;48.734975;7.055253;musee du pays de Sarrebourg;57400.0;Grand Est;Museum
455;M1089;Parc Explor Wendel, Musee Les Mineurs Wendel;Petite-Rosselle;Moselle;49.20684;6.848979;musee de la mine - carreau Wendel;57540.0;Grand Est;Museum
456;M0529;2 rue du Haut-Poirier;Metz;Moselle;49.121051;6.177978;musees de la Cour d'or;57000.0;Grand Est;Museum
457;M0534;Cour du Chateau;Thionville;Moselle;49.35817097;6.169267003;musee de la Tour-aux-Puces;57125.0;Grand Est;Museum
458;M1085;Place Jeanne d'Arc;Vic-sur-Seille;Moselle;48.781787;6.531429;musee departemental Georges de la Tour;57630.0;Grand Est;Museum
459;M0526;11 rue de Metz;Gravelotte;Moselle;49.113679;6.029871;musee de la guerre de 1870;57130.0;Grand Est;Museum
460;M0527;Porte de France;Marsal;Moselle;48.788503;6.606549;musee du sel;57630.0;Grand Est;Museum
461;M0533;15-17 rue Poincare;Sarreguemines;Moselle;49.109069;7.070473;musee de la fa�ence et des techniques fa�encieres;57200.0;Grand Est;Museum
462;M0536;1 place de Lagarde;Epinal;Vosges;48.17326;6.446595;musee departemental d'art ancien et contemporain;88000.0;Grand Est;Museum
463;M0541;12 rue du General Humbert;Remiremont;Vosges;48.015174;6.590031;musee Charles Friry;88200.0;Grand Est;Museum
464;M0542;Place Georges Trimouille;Saint-Die-des-Vosges;Vosges;48.295658;6.947961;musee Pierre No�l - musee de la vie dans les Hautes-Vosges;88100.0;Grand Est;Museum
465;M0538;Cours Stanislas;Mirecourt;Vosges;48.30159283;6.13544044;musee de la lutherie;88503.0;Grand Est;Museum
466;M0540;70 rue Charles de Gaulle;Remiremont;Vosges;48.016142;6.593289;musee Charles de Bruyeres;88200.0;Grand Est;Museum
467;M0537;42 quai Dogneville;Epinal;Vosges;48.183628;6.445992;musee de l'image;88000.0;Grand Est;Museum
468;M0539;30 avenue Louis Fran�ais;Plombieres-les-Bains;Vosges;47.964095;6.458494;musee Louis Fran�ais;88370.0;Grand Est;Museum
469;M0784;12 rue Jean de La Fontaine;Chateau-Thierry;Aisne;49.046927;3.400289;musee Jean de la Fontaine;2400.0;Hauts-de-France;Museum
470;M0788;;Hirson;Aisne;49.921047;4.083876;musee - centre de documentation Alfred Desmasures;2500.0;Hauts-de-France;Museum
471;M0790;32 rue Georges-Ermant;Laon;Aisne;49.563206;3.626781;musee archeologique municipale;2000.0;Hauts-de-France;Museum
472;M0792;34 boulevard Savart;Saint-Michel-en-Thierache;Aisne;49.922563;4.134763;musee de la vie rurale et forestiere;2830.0;Hauts-de-France;Museum
473;M0793;28 rue Antoine Lecuyer;Saint-Quentin;Aisne;49.849891;3.285398;musee des beaux-arts Antoine Lecuyer;2100.0;Hauts-de-France;Museum
474;M7060;14 rue de la Sellerie;Saint-Quentin;Aisne;49.84595;3.288944;musee entomologique;2100.0;Hauts-de-France;Museum
475;M0787;265 Familistere Aile droite;Guise;Aisne;49.903647;3.626529;Familistere de Guise;2120.0;Hauts-de-France;Museum
476;M0795;Place de l'hotel de ville;Vervins;Aisne;49.834696;3.907684;musee de la Thierache;2140.0;Hauts-de-France;Museum
477;M0794;2 rue de la Congregation;Soissons;Aisne;49.384539;3.327233;musee municipal;2200.0;Hauts-de-France;Museum
478;M0796;24 rue Demoustier;Villers-Cotterets;Aisne;49.253009;3.089691;musee Alexandre Dumas;2600.0;Hauts-de-France;Museum
479;M5008;;Blerancourt;Aisne;49.516035;3.150459;musee franco-americain du chateau de Blerancourt;2300.0;Hauts-de-France;Museum
480;M0785;28 rue de la Paix;Chauny;Aisne;49.615394;3.216814;musee bibliotheque;2300.0;Hauts-de-France;Museum
481;M0786;Place Carnegie;Tergnier;Aisne;49.65875;3.315011;musee de la resistance et de la deportation;2700.0;Hauts-de-France;Museum
482;M0789;5 rue du General de Gaulle;La Fere;Aisne;49.661954;3.367748;musee Jeanne d'Aboville;2800.0;Hauts-de-France;Museum
483;M0791;Rue du Musee;Origny-en-Thierache;Aisne;49.896025;4.022381;musee Monseigneur Pigneau de Behaine;2550.0;Hauts-de-France;Museum
484;M0611;24 rue du musee De Puydt;Bailleul;Nord;50.740715;2.734399;musee Benoit de Puydt;59270.0;Hauts-de-France;Museum
485;M0623;Rue Paul-Bert;Escaudain;Nord;50.327784;3.343632;musee municipal;59124.0;Hauts-de-France;Museum
486;M0632;Rue Corbineau;Marchiennes;Nord;50.40744;3.281222;musee municipal d'histoire locale;59870.0;Hauts-de-France;Museum
487;M0637;2 rue Paul Doumer;Tourcoing;Nord;50.724594;3.162878;Muba Eugene Leroy Tourcoing / musee des beaux-arts Eugene Leroy de Tourcoing;59200.0;Hauts-de-France;Museum
488;M0639;1 allee du Musee;Villeneuve-d'Ascq;Nord;50.637497;3.148587;LaM - Lille Metropole Musee d'art moderne, d'art contemporain et d'art brut;59650.0;Hauts-de-France;Museum
489;M0615;15 rue de L'Epee;Cambrai;Nord;50.17347;3.229635;musee municipal;59400.0;Hauts-de-France;Museum
490;M0616;S'adresser a l'archev�che - Service diocesain de la conservation du Patrimoine;Cambrai;Nord;50.17317988;3.23139717;musee diocesain d'art sacre;59403.0;Hauts-de-France;Museum
491;M0619;130 rue des Chartreux;Douai;Nord;50.374404;3.07548;musee de la Chartreuse;59500.0;Hauts-de-France;Museum
492;M0622;9 quai de la Citadelle;Dunkerque;Nord;51.037914;2.372174;musee portuaire;59140.0;Hauts-de-France;Museum
493;M0633;Hotel de Ville;Maubeuge;Nord;50.28041197;3.967683057;musee Henri Boez;59607.0;Hauts-de-France;Museum
494;M0636;1 rue du General de Gaulle;Sars-Poteries;Nord;50.164428;4.023602;MusVerre;59216.0;Hauts-de-France;Museum
495;M1197;;Caudry;Nord;50.124558;3.410691;musee des dentelles et broderies;59540.0;Hauts-de-France;Museum
496;M7001;19 rue de Bruxelles;Lille;Nord;50.626639;3.066546;musee d'histoire naturelle et de geologie;59000.0;Hauts-de-France;Museum
497;M0620;Jardin des sculptures;Dunkerque;Nord;51.0452716;2.383243785;musee d'art contemporain;59240.0;Hauts-de-France;Museum
498;M0621;;Dunkerque;Nord;51.037327;2.375518;musee des beaux-arts;59140.0;Hauts-de-France;Museum
499;M0629;Place de la Republique;Lille;Nord;50.621132;3.068387;musee des beaux-arts;59000.0;Hauts-de-France;Museum
500;M0635;Grand-Place;Saint-Amand-les-Eaux;Nord;50.448711;3.427672;musee de la Tour abbatiale;59230.0;Hauts-de-France;Museum
501;M0610;BP 90;Avesnes-sur-Helpe;Nord;50.12356;3.924751;musee d'histoire et d'archeologie;59440.0;Hauts-de-France;Museum
502;M0612;Allee Chanoine Bievelet;Bavay;Nord;50.284781;3.774369;Forum antique de Bavay;59570.0;Hauts-de-France;Museum
503;M0613;1 rue du Mont-de-Piete;Bergues;Nord;50.969087;2.430391;musee du Mont-de-Piete;59380.0;Hauts-de-France;Museum
504;M0614;rue de l'Ostrevant;Bouchain;Nord;50.284847;3.317909;musee de l'Ostrevant;59111.0;Hauts-de-France;Museum
505;M0617;26 Grand-Place;Cassel;Nord;50.799755;2.48621;musee de Flandre;59670.0;Hauts-de-France;Museum
506;M0618;Place Wilson;Denain;Nord;50.327614;3.400973;musee d'archeologie et d'histoire locale;59220.0;Hauts-de-France;Museum
507;M0624;place Maria Blondeau;Fourmies-Trelon;Nord;50.01772507;4.043565882;ecomusee de la region;59612.0;Hauts-de-France;Museum
508;M0626;place Georges Degroste;Hazebrouck;Nord;50.721177;2.535346;musee municipal;59190.0;Hauts-de-France;Museum
509;M0627;Palais Fenelon Place du Commandant Richez BP 70056;Le Cateau-Cambresis;Nord;50.105684;3.541175;musee Henri Matisse;59360.0;Hauts-de-France;Museum
510;M0631;32 rue de la Monnaie;Lille;Nord;50.641053;3.06294;musee de l'hospice Comtesse;59800.0;Hauts-de-France;Museum
511;M0638;Boulevard Watteau;Valenciennes;Nord;50.35582;3.53105;musee des beaux-arts;59300.0;Hauts-de-France;Museum
512;M0609;215 avenue Anatole-France;Anzin;Nord;50.372162;3.502134;musee Theophile Jouglet;59410.0;Hauts-de-France;Museum
513;M0625;Site de l'Arsenal - BP 43;Gravelines;Nord;50.992478;2.159542;musee du dessin et de l'estampe originale;59820.0;Hauts-de-France;Museum
514;M0628;Rue d'Erchin;Lewarde;Nord;50.336033;3.168419;centre historique minier, musee de la mine, centre d'archives, centre de culture scientifique de l'energie;59287.0;Hauts-de-France;Museum
515;M0634;23 rue de l'Esperance;Roubaix;Nord;50.693026;3.16791;La Piscine - musee d'art et d'industrie Andre Diligent de Roubaix;59100.0;Hauts-de-France;Museum
516;M0798;1 rue du musee;Beauvais;Oise;49.432788;2.080444;MUDO - musee de l'Oise;60000.0;Hauts-de-France;Museum
517;M0807;7 rue de l'Ev�che;Noyon;Oise;49.581852;2.999742;musee du Noyonnais;60400.0;Hauts-de-France;Museum
518;M0808;6 place Aristide-Briand;Noyon;Oise;49.581666;2.998444;musee Calvin;60400.0;Hauts-de-France;Museum
519;M5009;Palais National;Compiegne;Oise;49.41943864;2.831490935;musee national du chateau de Compiegne;60200.0;Hauts-de-France;Museum
520;M5052;BP 70243;Chantilly;Oise;49.19397;2.48522;musee Conde;60631.0;Hauts-de-France;Museum
521;M0800;Les Marmousets;Vendeuil-Caply;Oise;49.627157;2.316919;musee archeologique de l'Oise;60120.0;Hauts-de-France;Museum
522;M0809;Place Notre-Dame;Senlis;Oise;49.20653;2.585615;musee d'art et d'archeologie;60300.0;Hauts-de-France;Museum
523;M1117;51 rue Roger Salengro;Meru;Oise;49.238327;2.139609;musee de la nacre et de la tabletterie;60110.0;Hauts-de-France;Museum
524;M0801;45 rue de l'Hotel de Ville;Chaumont-en-Vexin;Oise;49.262578;1.882069;musee Pillon;60240.0;Hauts-de-France;Museum
525;M0803;2 rue d'Austerlitz;Compiegne;Oise;49.417414;2.821526;musee Antoine Vivenel;60200.0;Hauts-de-France;Museum
526;M0805;place Fran�ois Mitterrand;Creil;Oise;49.260793;2.473388;musee Galle-Juillet;60100.0;Hauts-de-France;Museum
527;M0806;Rue Gustave Chopinet;Crepy-en-Valois;Oise;49.236654;2.884009;musee du Valois et de l'archerie;60800.0;Hauts-de-France;Museum
528;M5010;Palais national;Compiegne;Oise;49.41817267;2.829989167;musee de la voiture et du tourisme (annexe du musee national du chateau de Compiegne);60200.0;Hauts-de-France;Museum
529;M0797;432, avenue du Marechal Foch;Auneuil;Oise;49.371534;1.99164;musee de la ceramique architecturale et industrielle;60390.0;Hauts-de-France;Museum
530;M0810;Place du Parvis;Senlis;Oise;49.207022;2.585103;musee de la venerie;60300.0;Hauts-de-France;Museum
531;M0804;28 place de l'Hotel de Ville;Compiegne;Oise;49.417761;2.826358;musee de la figurine historique;60200.0;Hauts-de-France;Museum
532;M0642;211 Avenue du President Kennedy;Bethune;Pas-de-Calais;50.53621;2.648177;musee d'ethnologie regionale;62400.0;Hauts-de-France;Museum
533;M0650;14 rue Carnot;Saint-Omer;Pas-de-Calais;50.749007;2.254521;musee de l'hotel Sandelin;62500.0;Hauts-de-France;Museum
534;M0652;Rue Oscar Ricque;Saint-Pol-sur-Ternoise;Pas-de-Calais;50.381512;2.337066;musee municipal;62130.0;Hauts-de-France;Museum
535;M7027;115 boulevard Eurvin;Boulogne-sur-Mer;Pas-de-Calais;50.72353547;1.617147477;museum d'histoire naturelle;62311.0;Hauts-de-France;Museum
536;M0644;25 rue de Richelieu;Calais;Pas-de-Calais;50.956724;1.851871;musee des beaux-arts et de la dentelle;62100.0;Hauts-de-France;Museum
537;M0645;Rue Jean Mace;Desvres;Pas-de-Calais;50.666603;1.83876;musee de la ceramique;62240.0;Hauts-de-France;Museum
538;M0640;22 rue Paul Doumer;Arras;Pas-de-Calais;50.291759;2.772987;musee des beaux-arts;62000.0;Hauts-de-France;Museum
539;M0643;rue de Bernet;Boulogne-sur-Mer;Pas-de-Calais;50.725617;1.616349;musee de Boulogne-sur-Mer;62200.0;Hauts-de-France;Museum
540;M0648;avenue du Golf;Le Touquet - Paris-Plage;Pas-de-Calais;50.510041;1.60545;musee du Touquet Paris Plage;62520.0;Hauts-de-France;Museum
541;M0649;;Montreuil-sur-Mer;Pas-de-Calais;50.462947;1.763832;musee d'art et d'histoire Roger Rodiere;62170.0;Hauts-de-France;Museum
542;M0653;Hotel de Ville;Samer;Pas-de-Calais;50.617493;1.830274;musee Cazin;62830.0;Hauts-de-France;Museum
543;M0641;60 rue de l'Imperatrice;Berck-sur-Mer;Pas-de-Calais;50.405092;1.567687;musee d'Opale Sud;62600.0;Hauts-de-France;Museum
544;M0646;8 place du General de Gaulle;Etaples;Pas-de-Calais;50.513895;1.637621;musee Quentovic;62630.0;Hauts-de-France;Museum
545;M0647;53 rue des AC d'AFN;Harnes;Pas-de-Calais;50.451493;2.903226;musee d'histoire et d'archeologie;62440.0;Hauts-de-France;Museum
546;M0651;9 rue Henri Dupuis;Saint-Omer;Pas-de-Calais;50.748349;2.251197;musee Henri Dupuis;62500.0;Hauts-de-France;Museum
547;M1177;135 quai du commerce;Calais;Pas-de-Calais;50.950474;1.860013;cite internationale de la dentelle et de la mode;62100.0;Hauts-de-France;Museum
548;M0811;24 rue Gontier Patin;Abbeville;Somme;50.10712;1.833193;musee Boucher de Perthes;80100.0;Hauts-de-France;Museum
549;M0812;48 rue de La Republique;Amiens;Somme;49.890413;2.295968;musee de Picardie;80000.0;Hauts-de-France;Museum
550;M0814;7 rue du Musee;Doullens;Somme;50.157436;2.343267;musee Lombart;80600.0;Hauts-de-France;Museum
551;M7016;S'adresser au Musee de Picardie;Amiens;Somme;49.89079127;2.296254288;musee d'histoire naturelle;80000.0;Hauts-de-France;Museum
552;M0815;Hotel de Ville;Peronne;Somme;49.93027;2.9357;musee Danicourt;80201.0;Hauts-de-France;Museum
553;M0816;BP 63;Peronne;Somme;49.93003;2.9319;musee-historial de la Grande Guerre;80201.0;Hauts-de-France;Museum
554;M0817;BP 3;Saint-Riquier;Somme;50.132403;1.946543;musee departemental de la vie rurale;80135.0;Hauts-de-France;Museum
555;M0813;36 rue Victor Hugo;Amiens;Somme;49.892882;2.302463;musee de l'hotel de Berny;80000.0;Hauts-de-France;Museum
556;M0403;16, rue du Reveillon;Brunoy;Essonne;48.700308;2.500293;musee municipal Robert Dubois-Corneau;91800.0;ile-de-France;Museum
557;M0405;Hotel de ville;Etampes;Essonne;48.434307;2.161909;musee municipal;91150.0;ile-de-France;Museum
558;M0401;78, rue de Paris;Bievres;Essonne;48.762826;2.225102;musee fran�ais de la photographie;91570.0;ile-de-France;Museum
559;M0404;Place du general de Gaulle;Dourdan;Essonne;48.529685;2.011803;musee du chateau;91410.0;ile-de-France;Museum
560;M0402;5, place des Droits de l'Homme;Boussy-Saint-Antoine;Essonne;48.688925;2.530019;musee Dunoyer de Segonzac;91800.0;ile-de-France;Museum
561;M0409;2, rue Gabriel Peri;Colombes;Hauts-de-Seine;48.923321;2.252039;musee municipal d'art et d'histoire;92700.0;ile-de-France;Museum
562;M0410;Parc de Becon, 178 Boulevard Saint Denis;Courbevoie;Hauts-de-Seine;48.900998;2.271279;musee Roybet-Fould;92400.0;ile-de-France;Museum
563;M0416;60 rue Gounod;Saint-Cloud;Hauts-de-Seine;48.842497;2.208286;musee des Avelines - musee d'art et d'histoire de Saint-Cloud;92210.0;ile-de-France;Museum
564;M0406;26, avenue Andre Morizet;Boulogne-Billancourt;Hauts-de-Seine;48.834945;2.241177;musee des annees trente;92100.0;ile-de-France;Museum
565;M0407;14, rue du Port;Boulogne-Billancourt;Hauts-de-Seine;48.841354;2.227488;Albert Kahn, musee et jardin departementaux;92100.0;ile-de-France;Museum
566;M0408;14, rue Max-Blondat;Boulogne-Billancourt;Hauts-de-Seine;48.844261;2.246847;musee-jardin Paul Landowski;92100.0;ile-de-France;Museum
567;M0412;11, rue des Pierres;Meudon;Hauts-de-Seine;48.806412;2.234894;musee d'art et d'histoire;92190.0;ile-de-France;Museum
568;M1126;21 rue des Chataigniers;Clamart;Hauts-de-Seine;48.803529;2.244319;fondation Arp;92140.0;ile-de-France;Museum
